Datadase	Asscession	Known/Putative? 	Datadase	Asscession	Known/Putative? 	Datadase	Asscession	Known/Putative? 
Enzyme Commission	2.7.11.30	Putative						
Enzyme Commission	2.7.11.31	Putative						
Enzyme Commission	2.7.11.32	Putative						
Enzyme Commission	2.7.11.33	Putative						
Enzyme Commission	2.7.11.-	Putative						
Enzyme Commission	2.7.12.1	Putative						
Enzyme Commission	2.7.12.2	Putative						
Enzyme Commission	2.7.13.1	Putative						
Enzyme Commission	2.7.13.2	Putative						
Enzyme Commission	2.7.13.3	Putative						
Enzyme Commission	2.7.13.-	Putative						
Enzyme Commission	2.7.14.1	Putative						
Enzyme Commission	2.7.99.1	Putative						
Enzyme Commission	2.7.-.-	Putative						
Enzyme Commission	2.8.4.6	Putative						
Enzyme Commission	2.8.5.1	Putative						
Enzyme Commission	3.1.1.4	Putative						
Enzyme Commission	3.1.1.5	Putative						
Enzyme Commission	3.1.1.31	Putative						
Enzyme Commission	3.1.1.32	Putative						
Enzyme Commission	3.1.1.47	Putative						
Enzyme Commission	3.1.1.52	Putative						
Enzyme Commission	3.1.1.89	Putative						
Enzyme Commission	3.1.1.104	Putative						
Enzyme Commission	3.1.1.111	Putative						
Enzyme Commission	3.1.1.118	Putative						
Enzyme Commission	3.1.3.1	Putative						
Enzyme Commission	3.1.3.2	Putative						
Enzyme Commission	3.1.3.3	Putative						
Enzyme Commission	3.1.3.4	Putative						
Enzyme Commission	3.1.3.7	Putative						
Enzyme Commission	3.1.3.9	Putative						
Enzyme Commission	3.1.3.10	Putative						
Enzyme Commission	3.1.3.11	Putative						
Enzyme Commission	3.1.3.12	Putative						
Enzyme Commission	3.1.3.14	Putative						
Enzyme Commission	3.1.3.15	Putative						
Enzyme Commission	3.1.3.16	Putative						
Enzyme Commission	3.1.3.17	Putative						
Enzyme Commission	3.1.3.18	Putative						
Enzyme Commission	3.1.3.19	Putative						
Enzyme Commission	3.1.3.20	Putative						
Enzyme Commission	3.1.3.21	Putative						
Enzyme Commission	3.1.3.22	Putative						
Enzyme Commission	3.1.3.23	Putative						
Enzyme Commission	3.1.3.24	Putative						
Enzyme Commission	3.1.3.25	Putative						
Enzyme Commission	3.1.3.27	Putative						
Enzyme Commission	3.1.3.28	Putative						
Enzyme Commission	3.1.3.29	Putative						
Enzyme Commission	3.1.3.32	Putative						
Enzyme Commission	3.1.3.33	Putative						
Enzyme Commission	3.1.3.34	Putative						
Enzyme Commission	3.1.3.35	Putative						
Enzyme Commission	3.1.3.36	Putative						
Enzyme Commission	3.1.3.37	Putative						
Enzyme Commission	3.1.3.38	Putative						
Enzyme Commission	3.1.3.39	Putative						
Enzyme Commission	3.1.3.40	Putative						
Enzyme Commission	3.1.3.41	Putative						
Enzyme Commission	3.1.3.42	Putative						
Enzyme Commission	3.1.3.43	Putative						
Enzyme Commission	3.1.3.44	Putative						
Enzyme Commission	3.1.3.45	Putative						
Enzyme Commission	3.1.3.46	Putative						
Enzyme Commission	3.1.3.47	Putative						
Enzyme Commission	3.1.3.48	Putative						
Enzyme Commission	3.1.3.49	Putative						
Enzyme Commission	3.1.3.50	Putative						
Enzyme Commission	3.1.3.51	Putative						
Enzyme Commission	3.1.3.52	Putative						
Enzyme Commission	3.1.3.53	Putative						
Enzyme Commission	3.1.3.54	Putative						
Enzyme Commission	3.1.3.55	Putative						
Enzyme Commission	3.1.3.56	Putative						
Enzyme Commission	3.1.3.57	Putative						
Enzyme Commission	3.1.3.58	Putative						
Enzyme Commission	3.1.3.59	Putative						
Enzyme Commission	3.1.3.60	Putative						
Enzyme Commission	3.1.3.62	Putative						
Enzyme Commission	3.1.3.63	Putative						
Enzyme Commission	3.1.3.64	Putative						
Enzyme Commission	3.1.3.66	Putative						
Enzyme Commission	3.1.3.67	Putative						
Enzyme Commission	3.1.3.68	Putative						
Enzyme Commission	3.1.3.69	Putative						
Enzyme Commission	3.1.3.70	Putative						
Enzyme Commission	3.1.3.71	Putative						
Enzyme Commission	3.1.3.73	Putative						
Enzyme Commission	3.1.3.74	Putative						
Enzyme Commission	3.1.3.75	Putative						
Enzyme Commission	3.1.3.76	Putative						
Enzyme Commission	3.1.3.78	Putative						
Enzyme Commission	3.1.3.79	Putative						
Enzyme Commission	3.1.3.80	Putative						
Enzyme Commission	3.1.3.81	Putative						
Enzyme Commission	3.1.3.82	Putative						
Enzyme Commission	3.1.3.83	Putative						
Enzyme Commission	3.1.3.84	Putative						
Enzyme Commission	3.1.3.85	Putative						
Enzyme Commission	3.1.3.86	Putative						
Enzyme Commission	3.1.3.87	Putative						
Enzyme Commission	3.1.3.88	Putative						
Enzyme Commission	3.1.3.90	Putative						
Enzyme Commission	3.1.3.92	Putative						
Enzyme Commission	3.1.3.93	Putative						
Enzyme Commission	3.1.3.94	Putative						
Enzyme Commission	3.1.3.95	Putative						
Enzyme Commission	3.1.3.96	Putative						
Enzyme Commission	3.1.3.97	Putative						
Enzyme Commission	3.1.3.100	Putative						
Enzyme Commission	3.1.3.101	Putative						
Enzyme Commission	3.1.3.103	Putative						
Enzyme Commission	3.1.3.104	Putative						
Enzyme Commission	3.1.3.105	Putative						
Enzyme Commission	3.1.3.106	Putative						
Enzyme Commission	3.1.3.107	Putative						
Enzyme Commission	3.1.4.1	Putative						
Enzyme Commission	3.1.4.2	Putative						
Enzyme Commission	3.1.4.3	Putative						
Enzyme Commission	3.1.4.4	Putative						
Enzyme Commission	3.1.4.11	Putative						
Enzyme Commission	3.1.4.12	Putative						
Enzyme Commission	3.1.4.13	Putative						
Enzyme Commission	3.1.4.14	Putative						
Enzyme Commission	3.1.4.16	Putative						
Enzyme Commission	3.1.4.17	Putative						
Enzyme Commission	3.1.4.35	Putative						
Enzyme Commission	3.1.4.37	Putative						
Enzyme Commission	3.1.4.38	Putative						
Enzyme Commission	3.1.4.39	Putative						
Enzyme Commission	3.1.4.40	Putative						
Enzyme Commission	3.1.4.41	Putative						
Enzyme Commission	3.1.4.42	Putative						
Enzyme Commission	3.1.4.43	Putative						
Enzyme Commission	3.1.4.44	Putative						
Enzyme Commission	3.1.4.45	Putative						
Enzyme Commission	3.1.4.46	Putative						
Enzyme Commission	3.1.4.48	Putative						
Enzyme Commission	3.1.4.49	Putative						
Enzyme Commission	3.1.4.50	Putative						
Enzyme Commission	3.1.4.51	Putative						
Enzyme Commission	3.1.4.52	Putative						
Enzyme Commission	3.1.4.53	Putative						
Enzyme Commission	3.1.4.54	Putative						
Enzyme Commission	3.1.4.55	Putative						
Enzyme Commission	3.1.4.56	Putative						
Enzyme Commission	3.1.4.57	Putative						
Enzyme Commission	3.1.4.59	Putative						
Enzyme Commission	3.1.4.60	Putative						
Enzyme Commission	3.1.4.61	Putative						
Enzyme Commission	3.1.5.1	Putative						
Enzyme Commission	3.1.5.-	Putative						
Enzyme Commission	3.1.7.1	Putative						
Enzyme Commission	3.1.7.2	Putative						
Enzyme Commission	3.1.7.3	Putative						
Enzyme Commission	3.1.7.5	Putative						
Enzyme Commission	3.1.7.6	Putative						
Enzyme Commission	3.1.7.10	Putative						
Enzyme Commission	3.1.7.11	Putative						
Enzyme Commission	3.1.7.12	Putative						
Enzyme Commission	3.1.7.13	Putative						
Enzyme Commission	3.1.8.1	Putative						
Enzyme Commission	3.1.8.2	Putative						
Enzyme Commission	3.2.1.85	Putative						
Enzyme Commission	3.2.1.86	Putative						
Enzyme Commission	3.2.1.93	Putative						
Enzyme Commission	3.2.1.122	Putative						
Enzyme Commission	3.5.1.25	Putative						
Enzyme Commission	3.5.1.89	Putative						
Enzyme Commission	3.5.1.102	Putative						
Enzyme Commission	3.5.1.129	Putative						
Enzyme Commission	3.5.4.17	Putative						
Enzyme Commission	3.5.4.19	Putative						
Enzyme Commission	3.5.4.26	Putative						
Enzyme Commission	3.5.99.6	Putative						
Enzyme Commission	3.6.1.1	Putative						
Enzyme Commission	3.6.1.2	Putative						
Enzyme Commission	3.6.1.5	Putative						
Enzyme Commission	3.6.1.6	Putative						
Enzyme Commission	3.6.1.7	Putative						
Enzyme Commission	3.6.1.8	Putative						
Enzyme Commission	3.6.1.9	Putative						
Enzyme Commission	3.6.1.10	Putative						
Enzyme Commission	3.6.1.11	Putative						
Enzyme Commission	3.6.1.12	Putative						
Enzyme Commission	3.6.1.13	Putative						
Enzyme Commission	3.6.1.14	Putative						
Enzyme Commission	3.6.1.15	Putative						
Enzyme Commission	3.6.1.16	Putative						
Enzyme Commission	3.6.1.17	Putative						
Enzyme Commission	3.6.1.18	Putative						
Enzyme Commission	3.6.1.20	Putative						
Enzyme Commission	3.6.1.21	Putative						
Enzyme Commission	3.6.1.22	Putative						
Enzyme Commission	3.6.1.23	Putative						
Enzyme Commission	3.6.1.24	Putative						
Enzyme Commission	3.6.1.25	Putative						
Enzyme Commission	3.6.1.26	Putative						
Enzyme Commission	3.6.1.27	Putative						
Enzyme Commission	3.6.1.28	Putative						
Enzyme Commission	3.6.1.29	Putative						
Enzyme Commission	3.6.1.31	Putative						
Enzyme Commission	3.6.1.39	Putative						
Enzyme Commission	3.6.1.40	Putative						
Enzyme Commission	3.6.1.41	Putative						
Enzyme Commission	3.6.1.42	Putative						
Enzyme Commission	3.6.1.43	Putative						
Enzyme Commission	3.6.1.44	Putative						
Enzyme Commission	3.6.1.45	Putative						
Enzyme Commission	3.6.1.52	Putative						
Enzyme Commission	3.6.1.53	Putative						
Enzyme Commission	3.6.1.54	Putative						
Enzyme Commission	3.6.1.55	Putative						
Enzyme Commission	3.6.1.56	Putative						
Enzyme Commission	3.6.1.57	Putative						
Enzyme Commission	3.6.1.58	Putative						
Enzyme Commission	3.6.1.60	Putative						
Enzyme Commission	3.6.1.61	Putative						
Enzyme Commission	3.6.1.63	Putative						
Enzyme Commission	3.6.1.64	Putative						
Enzyme Commission	3.6.1.65	Putative						
Enzyme Commission	3.6.1.66	Putative						
Enzyme Commission	3.6.1.67	Putative						
Enzyme Commission	3.6.1.68	Putative						
Enzyme Commission	3.6.1.69	Putative						
Enzyme Commission	3.6.1.73	Putative						
Enzyme Commission	3.6.1.-	Putative						
Enzyme Commission	3.6.2.2	Putative						
Enzyme Commission	3.7.1.28	Putative						
Enzyme Commission	3.9.1.1	Putative						
Enzyme Commission	3.9.1.2	Putative						
Enzyme Commission	3.9.1.3	Putative						
Enzyme Commission	3.11.1.1	Putative						
Enzyme Commission	3.11.1.2	Putative						
Enzyme Commission	3.11.1.3	Putative						
Enzyme Commission	4.1.1.21	Putative						
Enzyme Commission	4.1.1.23	Putative						
Enzyme Commission	4.1.1.31	Putative						
Enzyme Commission	4.1.1.32	Putative						
Enzyme Commission	4.1.1.33	Putative						
Enzyme Commission	4.1.1.36	Putative						
Enzyme Commission	4.1.1.38	Putative						
Enzyme Commission	4.1.1.39	Putative						
Enzyme Commission	4.1.1.48	Putative						
Enzyme Commission	4.1.1.49	Putative						
Enzyme Commission	4.1.1.65	Putative						
Enzyme Commission	4.1.1.81	Putative						
Enzyme Commission	4.1.1.82	Putative						
Enzyme Commission	4.1.1.85	Putative						
Enzyme Commission	4.1.1.99	Putative						
Enzyme Commission	4.1.1.104	Putative						
Enzyme Commission	4.1.1.110	Putative						
Enzyme Commission	4.1.1.121	Putative						
Enzyme Commission	4.1.2.2	Putative						
Enzyme Commission	4.1.2.4	Putative						
Enzyme Commission	4.1.2.8	Putative						
Enzyme Commission	4.1.2.9	Putative						
Enzyme Commission	4.1.2.13	Putative						
Enzyme Commission	4.1.2.14	Putative						
Enzyme Commission	4.1.2.17	Putative						
Enzyme Commission	4.1.2.19	Putative						
Enzyme Commission	4.1.2.21	Putative						
Enzyme Commission	4.1.2.22	Putative						
Enzyme Commission	4.1.2.27	Putative						
Enzyme Commission	4.1.2.29	Putative						
Enzyme Commission	4.1.2.40	Putative						
Enzyme Commission	4.1.2.43	Putative						
Enzyme Commission	4.1.2.55	Putative						
Enzyme Commission	4.1.2.56	Putative						
Enzyme Commission	4.1.2.57	Putative						
Enzyme Commission	4.1.2.59	Putative						
Enzyme Commission	4.1.2.60	Putative						
Enzyme Commission	4.1.2.62	Putative						
Enzyme Commission	4.1.99.12	Putative						
Enzyme Commission	4.1.99.17	Putative						
Enzyme Commission	4.2.1.11	Putative						
Enzyme Commission	4.2.1.12	Putative						
Enzyme Commission	4.2.1.19	Putative						
Enzyme Commission	4.2.1.109	Putative						
Enzyme Commission	4.2.1.126	Putative						
Enzyme Commission	4.2.1.133	Putative						
Enzyme Commission	4.2.1.160	Putative						
Enzyme Commission	4.2.1.166	Putative						
Enzyme Commission	4.2.1.173	Putative						
Enzyme Commission	4.2.1.174	Putative						
Enzyme Commission	4.2.3.1	Putative						
Enzyme Commission	4.2.3.2	Putative						
Enzyme Commission	4.2.3.3	Putative						
Enzyme Commission	4.2.3.4	Putative						
Enzyme Commission	4.2.3.5	Putative						
Enzyme Commission	4.2.3.6	Putative						
Enzyme Commission	4.2.3.7	Putative						
Enzyme Commission	4.2.3.8	Putative						
Enzyme Commission	4.2.3.9	Putative						
Enzyme Commission	4.2.3.10	Putative						
Enzyme Commission	4.2.3.11	Putative						
Enzyme Commission	4.2.3.12	Putative						
Enzyme Commission	4.2.3.13	Putative						
Enzyme Commission	4.2.3.15	Putative						
Enzyme Commission	4.2.3.16	Putative						
Enzyme Commission	4.2.3.17	Putative						
Enzyme Commission	4.2.3.18	Putative						
Enzyme Commission	4.2.3.19	Putative						
Enzyme Commission	4.2.3.20	Putative						
Enzyme Commission	4.2.3.21	Putative						
Enzyme Commission	4.2.3.22	Putative						
Enzyme Commission	4.2.3.23	Putative						
Enzyme Commission	4.2.3.24	Putative						
Enzyme Commission	4.2.3.25	Putative						
Enzyme Commission	4.2.3.26	Putative						
Enzyme Commission	4.2.3.27	Putative						
Enzyme Commission	4.2.3.28	Putative						
Enzyme Commission	4.2.3.29	Putative						
Enzyme Commission	4.2.3.30	Putative						
Enzyme Commission	4.2.3.31	Putative						
Enzyme Commission	4.2.3.32	Putative						
Enzyme Commission	4.2.3.33	Putative						
Enzyme Commission	4.2.3.34	Putative						
Enzyme Commission	4.2.3.35	Putative						
Enzyme Commission	4.2.3.36	Putative						
Enzyme Commission	4.2.3.37	Putative						
Enzyme Commission	4.2.3.38	Putative						
Enzyme Commission	4.2.3.39	Putative						
Enzyme Commission	4.2.3.40	Putative						
Enzyme Commission	4.2.3.41	Putative						
Enzyme Commission	4.2.3.42	Putative						
Enzyme Commission	4.2.3.43	Putative						
Enzyme Commission	4.2.3.44	Putative						
Enzyme Commission	4.2.3.45	Putative						
Enzyme Commission	4.2.3.46	Putative						
Enzyme Commission	4.2.3.47	Putative						
Enzyme Commission	4.2.3.48	Putative						
Enzyme Commission	4.2.3.49	Putative						
Enzyme Commission	4.2.3.50	Putative						
Enzyme Commission	4.2.3.51	Putative						
Enzyme Commission	4.2.3.52	Putative						
Enzyme Commission	4.2.3.53	Putative						
Enzyme Commission	4.2.3.54	Putative						
Enzyme Commission	4.2.3.55	Putative						
Enzyme Commission	4.2.3.56	Putative						
Enzyme Commission	4.2.3.57	Putative						
Enzyme Commission	4.2.3.58	Putative						
Enzyme Commission	4.2.3.59	Putative						
Enzyme Commission	4.2.3.60	Putative						
Enzyme Commission	4.2.3.61	Putative						
Enzyme Commission	4.2.3.62	Putative						
Enzyme Commission	4.2.3.63	Putative						
Enzyme Commission	4.2.3.64	Putative						
Enzyme Commission	4.2.3.65	Putative						
Enzyme Commission	4.2.3.66	Putative						
Enzyme Commission	4.2.3.67	Putative						
Enzyme Commission	4.2.3.68	Putative						
Enzyme Commission	4.2.3.69	Putative						
Enzyme Commission	4.2.3.70	Putative						
Enzyme Commission	4.2.3.71	Putative						
Enzyme Commission	4.2.3.72	Putative						
Enzyme Commission	4.2.3.73	Putative						
Enzyme Commission	4.2.3.74	Putative						
Enzyme Commission	4.2.3.75	Putative						
Enzyme Commission	4.2.3.76	Putative						
Enzyme Commission	4.2.3.77	Putative						
Enzyme Commission	4.2.3.78	Putative						
Enzyme Commission	4.2.3.79	Putative						
Enzyme Commission	4.2.3.80	Putative						
Enzyme Commission	4.2.3.81	Putative						
Enzyme Commission	4.2.3.82	Putative						
Enzyme Commission	4.2.3.83	Putative						
Enzyme Commission	4.2.3.84	Putative						
Enzyme Commission	4.2.3.85	Putative						
Enzyme Commission	4.2.3.86	Putative						
Enzyme Commission	4.2.3.87	Putative						
Enzyme Commission	4.2.3.88	Putative						
Enzyme Commission	4.2.3.89	Putative						
Enzyme Commission	4.2.3.90	Putative						
Enzyme Commission	4.2.3.91	Putative						
Enzyme Commission	4.2.3.92	Putative						
Enzyme Commission	4.2.3.93	Putative						
Enzyme Commission	4.2.3.94	Putative						
Enzyme Commission	4.2.3.95	Putative						
Enzyme Commission	4.2.3.96	Putative						
Enzyme Commission	4.2.3.97	Putative						
Enzyme Commission	4.2.3.98	Putative						
Enzyme Commission	4.2.3.99	Putative						
Enzyme Commission	4.2.3.100	Putative						
Enzyme Commission	4.2.3.101	Putative						
Enzyme Commission	4.2.3.102	Putative						
Enzyme Commission	4.2.3.103	Putative						
Enzyme Commission	4.2.3.104	Putative						
Enzyme Commission	4.2.3.105	Putative						
Enzyme Commission	4.2.3.106	Putative						
Enzyme Commission	4.2.3.107	Putative						
Enzyme Commission	4.2.3.108	Putative						
Enzyme Commission	4.2.3.109	Putative						
Enzyme Commission	4.2.3.110	Putative						
Enzyme Commission	4.2.3.111	Putative						
Enzyme Commission	4.2.3.112	Putative						
Enzyme Commission	4.2.3.113	Putative						
Enzyme Commission	4.2.3.114	Putative						
Enzyme Commission	4.2.3.115	Putative						
Enzyme Commission	4.2.3.116	Putative						
Enzyme Commission	4.2.3.117	Putative						
Enzyme Commission	4.2.3.118	Putative						
Enzyme Commission	4.2.3.119	Putative						
Enzyme Commission	4.2.3.120	Putative						
Enzyme Commission	4.2.3.121	Putative						
Enzyme Commission	4.2.3.122	Putative						
Enzyme Commission	4.2.3.123	Putative						
Enzyme Commission	4.2.3.124	Putative						
Enzyme Commission	4.2.3.125	Putative						
Enzyme Commission	4.2.3.126	Putative						
Enzyme Commission	4.2.3.127	Putative						
Enzyme Commission	4.2.3.128	Putative						
Enzyme Commission	4.2.3.129	Putative						
Enzyme Commission	4.2.3.130	Putative						
Enzyme Commission	4.2.3.131	Putative						
Enzyme Commission	4.2.3.132	Putative						
Enzyme Commission	4.2.3.133	Putative						
Enzyme Commission	4.2.3.134	Putative						
Enzyme Commission	4.2.3.135	Putative						
Enzyme Commission	4.2.3.136	Putative						
Enzyme Commission	4.2.3.137	Putative						
Enzyme Commission	4.2.3.138	Putative						
Enzyme Commission	4.2.3.139	Putative						
Enzyme Commission	4.2.3.140	Putative						
Enzyme Commission	4.2.3.141	Putative						
Enzyme Commission	4.2.3.142	Putative						
Enzyme Commission	4.2.3.143	Putative						
Enzyme Commission	4.2.3.144	Putative						
Enzyme Commission	4.2.3.145	Putative						
Enzyme Commission	4.2.3.146	Putative						
Enzyme Commission	4.2.3.147	Putative						
Enzyme Commission	4.2.3.148	Putative						
Enzyme Commission	4.2.3.149	Putative						
Enzyme Commission	4.2.3.150	Putative						
Enzyme Commission	4.2.3.151	Putative						
Enzyme Commission	4.2.3.152	Putative						
Enzyme Commission	4.2.3.153	Putative						
Enzyme Commission	4.2.3.154	Putative						
Enzyme Commission	4.2.3.155	Putative						
Enzyme Commission	4.2.3.156	Putative						
Enzyme Commission	4.2.3.157	Putative						
Enzyme Commission	4.2.3.158	Putative						
Enzyme Commission	4.2.3.159	Putative						
Enzyme Commission	4.2.3.160	Putative						
Enzyme Commission	4.2.3.161	Putative						
Enzyme Commission	4.2.3.162	Putative						
Enzyme Commission	4.2.3.163	Putative						
Enzyme Commission	4.2.3.164	Putative						
Enzyme Commission	4.2.3.165	Putative						
Enzyme Commission	4.2.3.166	Putative						
Enzyme Commission	4.2.3.167	Putative						
Enzyme Commission	4.2.3.168	Putative						
Enzyme Commission	4.2.3.169	Putative						
Enzyme Commission	4.2.3.170	Putative						
Enzyme Commission	4.2.3.171	Putative						
Enzyme Commission	4.2.3.172	Putative						
Enzyme Commission	4.2.3.173	Putative						
Enzyme Commission	4.2.3.174	Putative						
Enzyme Commission	4.2.3.175	Putative						
Enzyme Commission	4.2.3.176	Putative						
Enzyme Commission	4.2.3.177	Putative						
Enzyme Commission	4.2.3.178	Putative						
Enzyme Commission	4.2.3.179	Putative						
Enzyme Commission	4.2.3.180	Putative						
Enzyme Commission	4.2.3.181	Putative						
Enzyme Commission	4.2.3.182	Putative						
Enzyme Commission	4.2.3.183	Putative						
Enzyme Commission	4.2.3.184	Putative						
Enzyme Commission	4.2.3.185	Putative						
Enzyme Commission	4.2.3.186	Putative						
Enzyme Commission	4.2.3.187	Putative						
Enzyme Commission	4.2.3.188	Putative						
Enzyme Commission	4.2.3.189	Putative						
Enzyme Commission	4.2.3.190	Putative						
Enzyme Commission	4.2.3.191	Putative						
Enzyme Commission	4.2.3.192	Putative						
Enzyme Commission	4.2.3.193	Putative						
Enzyme Commission	4.2.3.194	Putative						
Enzyme Commission	4.2.3.195	Putative						
Enzyme Commission	4.2.3.196	Putative						
Enzyme Commission	4.2.3.197	Putative						
Enzyme Commission	4.2.3.198	Putative						
Enzyme Commission	4.2.3.199	Putative						
Enzyme Commission	4.2.3.200	Putative						
Enzyme Commission	4.2.3.201	Putative						
Enzyme Commission	4.2.3.202	Putative						
Enzyme Commission	4.2.3.203	Putative						
Enzyme Commission	4.2.3.204	Putative						
Enzyme Commission	4.2.3.205	Putative						
Enzyme Commission	4.2.3.-	Putative						
Enzyme Commission	4.3.1.29	Putative						
Enzyme Commission	4.3.2.10	Putative						
Enzyme Commission	4.3.3.6	Putative						
Enzyme Commission	4.4.1.19	Putative						
Enzyme Commission	4.6.1.12	Putative						
Enzyme Commission	4.6.1.13	Putative						
Enzyme Commission	4.6.1.14	Putative						
Enzyme Commission	4.6.1.17	Putative						
Enzyme Commission	4.7.1.1	Putative						
Enzyme Commission	5.1.3.1	Putative						
Enzyme Commission	5.1.3.4	Putative						
Enzyme Commission	5.1.3.9	Putative						
Enzyme Commission	5.1.3.15	Putative						
Enzyme Commission	5.1.3.22	Putative						
Enzyme Commission	5.1.3.26	Putative						
Enzyme Commission	5.1.3.35	Putative						
Enzyme Commission	5.1.3.38	Putative						
Enzyme Commission	5.1.3.40	Putative						
Enzyme Commission	5.1.3.42	Putative						
Enzyme Commission	5.1.99.7	Putative						
Enzyme Commission	5.3.1.1	Putative						
Enzyme Commission	5.3.1.6	Putative						
Enzyme Commission	5.3.1.8	Putative						
Enzyme Commission	5.3.1.9	Putative						
Enzyme Commission	5.3.1.13	Putative						
Enzyme Commission	5.3.1.16	Putative						
Enzyme Commission	5.3.1.23	Putative						
Enzyme Commission	5.3.1.24	Putative						
Enzyme Commission	5.3.1.26	Putative						
Enzyme Commission	5.3.1.27	Putative						
Enzyme Commission	5.3.1.28	Putative						
Enzyme Commission	5.3.1.29	Putative						
Enzyme Commission	5.3.1.32	Putative						
Enzyme Commission	5.3.1.33	Putative						
Enzyme Commission	5.3.1.34	Putative						
Enzyme Commission	5.3.2.5	Putative						
Enzyme Commission	5.3.3.2	Putative						
Enzyme Commission	5.3.3.23	Putative						
Enzyme Commission	5.4.2.2	Putative						
Enzyme Commission	5.4.2.3	Putative						
Enzyme Commission	5.4.2.4	Putative						
Enzyme Commission	5.4.2.5	Putative						
Enzyme Commission	5.4.2.6	Putative						
Enzyme Commission	5.4.2.7	Putative						
Enzyme Commission	5.4.2.8	Putative						
Enzyme Commission	5.4.2.9	Putative						
Enzyme Commission	5.4.2.10	Putative						
Enzyme Commission	5.4.2.11	Putative						
Enzyme Commission	5.4.2.12	Putative						
Enzyme Commission	5.4.2.13	Putative						
Enzyme Commission	5.5.1.4	Putative						
Enzyme Commission	5.5.1.8	Putative						
Enzyme Commission	5.5.1.12	Putative						
Enzyme Commission	5.5.1.13	Putative						
Enzyme Commission	5.5.1.14	Putative						
Enzyme Commission	5.5.1.15	Putative						
Enzyme Commission	5.5.1.16	Putative						
Enzyme Commission	5.5.1.22	Putative						
Enzyme Commission	5.5.1.28	Putative						
Enzyme Commission	5.5.1.29	Putative						
Enzyme Commission	5.5.1.30	Putative						
Enzyme Commission	6.3.1.10	Putative						
Enzyme Commission	6.3.1.21	Putative						
Enzyme Commission	6.3.2.5	Putative						
Enzyme Commission	6.3.2.6	Putative						
Enzyme Commission	6.3.2.16	Putative						
Enzyme Commission	6.3.2.36	Putative						
Enzyme Commission	6.3.2.51	Putative						
Enzyme Commission	6.3.3.1	Putative						
Enzyme Commission	6.3.4.7	Putative						
Enzyme Commission	6.3.4.8	Putative						
Enzyme Commission	6.3.4.13	Putative						
Enzyme Commission	6.3.4.16	Putative						
Enzyme Commission	6.3.4.21	Putative						
Enzyme Commission	6.3.4.23	Putative						
Enzyme Commission	6.3.5.3	Putative						
Enzyme Commission	6.3.5.5	Putative						
Enzyme Commission	6.5.1.8	Putative						
Enzyme Commission	6.5.1.9	Putative						
Enzyme Commission	6.5.1.-	Putative						
Enzyme Commission	7.1.2.1	Putative						
Enzyme Commission	7.1.2.2	Putative						
Enzyme Commission	7.1.3.1	Putative						
Enzyme Commission	7.1.3.2	Putative						
Enzyme Commission	7.2.2.1	Putative						
Enzyme Commission	7.2.2.2	Putative						
Enzyme Commission	7.2.2.3	Putative						
Enzyme Commission	7.2.2.4	Putative						
Enzyme Commission	7.2.2.5	Putative						
Enzyme Commission	7.2.2.6	Putative						
Enzyme Commission	7.2.2.7	Putative						
Enzyme Commission	7.2.2.8	Putative						
Enzyme Commission	7.2.2.9	Putative						
Enzyme Commission	7.2.2.10	Putative						
Enzyme Commission	7.2.2.11	Putative						
Enzyme Commission	7.2.2.12	Putative						
Enzyme Commission	7.2.2.13	Putative						
Enzyme Commission	7.2.2.14	Putative						
Enzyme Commission	7.2.2.15	Putative						
Enzyme Commission	7.2.2.16	Putative						
Enzyme Commission	7.2.2.17	Putative						
Enzyme Commission	7.2.2.18	Putative						
Enzyme Commission	7.2.2.19	Putative						
Enzyme Commission	7.2.2.20	Putative						
Enzyme Commission	7.2.2.21	Putative						
Enzyme Commission	7.2.2.22	Putative						
Enzyme Commission	7.3.2.1	Putative						
Enzyme Commission	7.3.2.2	Putative						
Enzyme Commission	7.3.2.3	Putative						
Enzyme Commission	7.3.2.4	Putative						
Enzyme Commission	7.3.2.5	Putative						
Enzyme Commission	7.3.2.6	Putative						
Enzyme Commission	7.3.2.7	Putative						
Enzyme Commission	7.4.2.1	Putative						
Enzyme Commission	7.4.2.2	Putative						
Enzyme Commission	7.4.2.3	Putative						
Enzyme Commission	7.4.2.4	Putative						
Enzyme Commission	7.4.2.5	Putative						
Enzyme Commission	7.4.2.6	Putative						
Enzyme Commission	7.4.2.7	Putative						
Enzyme Commission	7.4.2.8	Putative						
Enzyme Commission	7.4.2.9	Putative						
Enzyme Commission	7.4.2.10	Putative						
Enzyme Commission	7.4.2.11	Putative						
Enzyme Commission	7.4.2.12	Putative						
Enzyme Commission	7.4.2.13	Putative						
Enzyme Commission	7.4.2.14	Putative						
Enzyme Commission	7.5.2.1	Putative						
Enzyme Commission	7.5.2.2	Putative						
Enzyme Commission	7.5.2.3	Putative						
Enzyme Commission	7.5.2.4	Putative						
Enzyme Commission	7.5.2.5	Putative						
Enzyme Commission	7.5.2.6	Putative						
Enzyme Commission	7.5.2.7	Putative						
Enzyme Commission	7.5.2.8	Putative						
Enzyme Commission	7.5.2.9	Putative						
Enzyme Commission	7.5.2.10	Putative						
Enzyme Commission	7.5.2.11	Putative						
Enzyme Commission	7.5.2.12	Putative						
Enzyme Commission	7.5.2.13	Putative						
Enzyme Commission	7.6.2.1	Putative						
Enzyme Commission	7.6.2.2	Putative						
